	BindingDB_Reactant_set_id	Name	Ligand_SMILES	IC50 (nM)	pIC50
182	50483666	BindingDB_50231951_mol_1	CCN(CCCCCCNc1cc(O)c(cc1O)N=CCCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC	6.7	8.173925197299173
183	50621430	BindingDB_50336100_mol_1	CC(=C)C(=O)N(CCCCN=c1n2CCCc2nc2ccccc12)CCCN=c1n2CCCc2nc2ccccc12	6.7	8.173925197299173
184	51066367	BindingDB_50435269_mol_1	Cc1cccc(Nc2ccccc2C(=O)NCCCCCCCCCNc2c3CCCCc3nc3cc(Cl)ccc23)c1C	6.7	8.173925197299173
185	51066403	BindingDB_50435273_mol_1	Cc1cccc(Nc2ccccc2C(=O)NCCC(=O)NCCCCCCCNc2c3CCCCc3nc3cc(Cl)ccc23)c1C	6.7	8.173925197299173
186	51223294	 	Cc1ccc(cc1)S(=O)(=O)N1CCC2(Cc3cccc(C)c3)C1N(Cc1cccc(C)c1)c1ccccc21	6.7	8.173925197299173
187	50954079	BindingDB_50391533_mol_1	Oc1ccccc1CNCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12	6.77	8.169411331314855
188	50296576		COc1cc(CNCCCN2CCC(Cc3ccccc3)CC2)ccc1O	6.8	8.167491087293763
189	50542270		CCN(CC)Cc1ccc(\C=C2/COc3cc(OC)c(OC)cc3C2=O)cc1O	6.8	8.167491087293763
190	50314977	BindingDB_50073220_mol_1	[Br-].Cc1ccccc1C[n+]1ccc(cc1)-c1cc2ccccc2o1	6.8	8.167491087293763
191	50044917	BindingDB_50055205_mol_1	CCC(=O)Oc1ccc(C)c(c1)[N+](C)(C)C	6.9	8.161150909262744
192	50283161	BindingDB_50053434_mol_1	O=c1n2Cc3ccccc3-c2nc2ccc(OCCCN3CCCCC3)cc12	6.9	8.161150909262744
193	50630376	BindingDB_50340109_mol_1	Nc1c2CCCCc2nc2Oc3ccc4ccccc4c3C(c3ccc(O)cc3)c12	7.0	8.154901959985743
194	51093455	BindingDB_50448218_mol_1	Nc1c2CCCCc2nc2Oc3cc(O)ccc3C(c3ccc(Br)cc3)c12	7.0	8.154901959985743
195	50645321	BindingDB_50346361_mol_1	CC(C)C1=N[C@H]2CC[C@]34C[C@@]33[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]1(C)C[C@@H](O)[C@H]([C@H](C)N(C)Cc2ccc(cc2)C(F)(F)F)[C@@]1(C)CC3=O	7.0	8.154901959985743
196	51117908		Nc1c2CC(CCc2nc2cc(Br)ccc12)C(=O)NCCCc1ccccc1	7.1	8.148741651280925
197	50543754		O=S(=O)(c1ccccc1)n1ccc2c(cccc12)N1CCN(CCCCCCCCNc2c3CCCCc3nc3ccccc23)CC1	7.1	8.148741651280925
198	50394865	BindingDB_50111779	[I-].[I-].OCC[n+]1ccc2n(CCCCCCCCCn3c4ccccc4c4c[n+](CCO)ccc34)c3ccccc3c2c1	7.2	8.142667503568731
199	50394794	BindingDB_50111785	COc1ccc2n(CCCCCCCCCn3c4CCN(C)Cc4c4cc(OC)ccc34)c3CCN(C)Cc3c2c1	7.4	8.130768280269024
200	50642733	BindingDB_50345199_mol_1	Oc1ccc(CNCCCCCCCCNc2c3CCCCc3nc3ccccc23)cc1	7.48	8.126098402135538
201	50044827	BindingDB_50055183_mol_1	CCC(=O)Oc1cccc(c1C)[N+](C)(C)C	7.5	8.1249387366083
202	51189002		CCn1c2ccccc2c2cc(NC(=O)CSC(=S)N3CCN(CCN(C)C)CC3)ccc12	7.5	8.1249387366083
203	50543776		O=S(=O)(c1ccccc1)n1ccc2c(cccc12)N1CCN(CCNc2c3CCCCc3nc3ccccc23)CC1	7.5	8.1249387366083
204	50954073	BindingDB_50391527_mol_1	Oc1ccccc1CNCCCCCCCCCNc1c2CCCCc2nc2ccccc12	7.52	8.123782159408357
205	50869242	BindingDB_50377436_mol_1	COc1cc(\C=C\C(=O)NCCCCNc2c3CCCCc3nc3ccccc23)ccc1O	7.6	8.119186407719209
206	50442187	BindingDB_50273380_mol_1	[O-][N+](=O)OCCNCCCCCCCCNc1c2CCCCc2nc2ccccc12	7.7	8.113509274827518
207	50296516		C(CCN1CCC(Cc2ccccc2)CC1)CNCc1cccnc1	7.7	8.113509274827518
208	50954080	BindingDB_50391534_mol_1	Oc1ccccc1CNCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12	7.78	8.10902040301031
209	51066393	BindingDB_50435294_mol_1	NCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12	7.9	8.102372908709558
210	51223277	 	CCCCC(=O)N1CCCC2(O)C1N(C)c1ccccc21	7.9	8.102372908709558
211	50615501	BindingDB_50333769_mol_1	COc1cc(CNCCCCCCCCNc2c3CCCCc3nc3ccccc23)cc2OCOc12	7.98	8.09799710864927
212	51066384	BindingDB_50435286_mol_1	CCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12	8.0	8.096910013008056
213	51061471	BindingDB_50433026_mol_1	Cn1cc[n+](CC(=O)Nc2ccc3nc4c5[nH]c6ccccc6c5ccn4c(=O)c3c2)c1	8.0	8.096910013008056
214	50492727		O=C(COC(=O)Cc1c[nH]c2ccccc12)Nc1c2CCCCc2nc2ccccc12	8.1	8.09151498112135
215	51223264	 	CCCCCCCC(=O)N1CCC2(Cc3ccccc3C)C1N(Cc1ccccc1C)c1ccccc21	8.1	8.09151498112135
216	50314968	BindingDB_50073202_mol_1	[Br-].[O-][N+](=O)c1ccc(C[n+]2ccc(cc2)-c2cc3cc(Br)ccc3o2)cc1	8.1	8.09151498112135
217	50966002	BindingDB_50396127_mol_1	COc1cc(\C=C\C(=O)NCCCCCCNc2c3CCCCc3nc3ccccc23)ccc1OCCO[N+]([O-])=O	8.3	8.080921907623926
218	51080501	BindingDB_50441841_mol_1	COc1cc(OCCCN2CCN(CCCNc3c4CCCCc4nc4ccccc34)CC2)cc2occc(=O)c12	8.4	8.075720713938118
219	50492719	BindingDB_50165334_mol_1	COc1cc(cc(OC)c1OC)C(=O)OCC(=O)Nc1c2CCCCc2nc2ccccc12	8.5	8.070581074285707
220	51014507	BindingDB_50415476_mol_1	CN1CCC=C(C1)c1nsnc1OCCCOCCCC(=O)NCCCCNc1c2CCCCc2nc2ccccc12	8.51	8.070070439915412
221	51281553	 	COc1ccc(cc1)C1C=C(Nc2nncn12)c1cccc2ccccc12	8.6	8.065501548756432
222	50296590		COc1cc(CNCCCN2CCC(Cc3ccccc3)CC2)cc(OC)c1OC	8.6	8.065501548756432
223	50558489	BindingDB_50310604_mol_1	COc1cc2CC(C(=O)c3cccs3)C(=O)c2cc1OC	8.6	8.065501548756432
224	51223293	 	CCCCCCC(=O)N1CCC2(Cc3cccc(C)c3)C1N(Cc1cccc(C)c1)c1ccccc21	8.7	8.060480747381382
225	50314970		[Br-].Fc1ccc(C[n+]2ccc(cc2)-c2cc3cc(Br)ccc3o2)cc1	8.7	8.060480747381382
226	51014506	BindingDB_50415465_mol_1	CN1CCC=C(C1)c1nsnc1OCCCOCCCCC(=O)NCCCCNc1c2CCCCc2nc2ccccc12	8.71	8.059981844992336
227	50956161	BindingDB_50392420_mol_1	Oc1ccc(\C=C\C(=O)NCCCNc2c3CCCCc3nc3ccccc23)cc1O	8.8	8.05551732784983
228	50431012		[Br-].COc1ccc2C(=O)\C(OCc2c1OC)=C\c1cc[n+](Cc2ccc(F)cc2)cc1	8.9	8.050609993355087
229	50645320	BindingDB_50346360_mol_1	CC(C)C1=N[C@H]2CC[C@]34C[C@@]33[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]1(C)C[C@@H](O)[C@H]([C@H](C)N(C)Cc2cccc(c2)C(F)(F)F)[C@@]1(C)CC3=O	9.0	8.045757490560675
230	50442183	BindingDB_50273578_mol_1	[O-][N+](=O)OCCNCCNc1c2CCCCc2nc2ccccc12	9.1	8.040958607678906
231	50941554	BindingDB_50386063_mol_1	COc1cc2C\C(=C\c3ccccc3)C(=O)c2cc1OCCN1CCCCC1	9.1	8.040958607678906
232	51062159	BindingDB_50433313_mol_1	CC(C(=O)NCCCCCCNc1c2CCCCc2nc2ccccc12)c1ccc(c(F)c1)-c1ccc(OCCO[N+]([O-])=O)cc1	9.1	8.040958607678906
233	51061459	BindingDB_50433017_mol_1	Cn1cc[n+](CCC(=O)Nc2ccc3nc4c5[nH]c6ccccc6c5ccn4c(=O)c3c2)c1	9.3	8.031517051446064
234	358391	BindingDB_202364_mol_1	CC1=C[C@H]2C[C@@H](C1)c1c(C2)nc2cc(Cl)ccc2c1NCCCCCCCCCNC(=O)c1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1	9.4	8.0268721464003
235	50558488	BindingDB_50310603_mol_1	COc1cc2CC(C(=O)c3ccco3)C(=O)c2cc1OC	9.4	8.0268721464003
236	50965996	BindingDB_50396121_mol_1	COc1cc(\C=C\C(=O)NCCCCCCCCNc2c3CCCCc3nc3ccccc23)ccc1OCCCCO[N+]([O-])=O	9.4	8.0268721464003
237	50954071	BindingDB_50391526_mol_1	Oc1ccccc1CNCCCCCCCNc1c2CCCCc2nc2ccccc12	9.55	8.019996628416253
238	50869241	BindingDB_50377435_mol_1	COc1cc(\C=C\C(=O)NCCCCCCCCNc2c3CCCCc3nc3ccccc23)ccc1O	9.6	8.017728766960431
239	50314971		[Br-].Fc1cccc(C[n+]2ccc(cc2)-c2cc3cc(Br)ccc3o2)c1	9.6	8.017728766960431
240	50044947	BindingDB_50055186_mol_1	C[N+](C)(C)c1cccc(O)c1	9.7	8.013228265733755
241	50521293		CC1=C[C@H]2C[C@@H](C1)c1c(C2)nc2cc(Cl)ccc2c1NCCCCCCCCCC#N	9.7	8.013228265733755
242	24320	15g	COc1cc(cc(OC)c1OC)C(=O)NCCCCCCC(=O)NNc1c2CCCCc2nc2ccccc12	9.76	8.010550182333308
243	50615497	BindingDB_50333765_mol_1	COc1cc(CNCCCCCCCCNc2c3CCCCc3nc3ccccc23)cc(OC)c1OC	9.77	8.010105436281227
244	50296550		COc1cc(CNCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)ccc1O	9.8	8.008773924307505
245	50314799	BindingDB_50073114_mol_1	Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)NCCCCCCNc1c2CCCCc2nc2ccccc12	9.8	8.008773924307505
246	51080500	BindingDB_50441840_mol_1	O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5CCCCc5nc5ccccc45)CC3)ccc12	10.0	8.0
247	50243097	BindingDB_50102738_mol_1	C(CC1CCN(Cc2ccccc2)CC1)Nc1cc2Cc3ccccc3-c2nn1	10.0	8.0
248	50504032	BW284c51	C[N+](C)(CC=C)c1ccc(CCC(=O)CCc2ccc(cc2)[N+](C)(C)CC=C)cc1	10.0	8.0
249	51127641		[Br-].COc1ccc2C=[N+](CCCCCCCCN3C(=O)c4ccccc4C3=O)CC[C@]34C=C[C@H](O)C[C@@H]3Oc1c24	10.0	8.0
250	51030035	BindingDB_50292236_mol_1	Cl.Clc1cc(cnc1Cl)C(=O)NCCCCCCCCNc1c2CCCCc2nc2ccccc12	10.0	8.0
251	50592811	BindingDB_50325191_mol_1	COc1ccc2C(=O)\C(Oc2c1)=C\c1cc[n+](Cc2ccccc2F)cc1	10.0	8.0
252	50296540		COc1cc(CNCCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc(OC)c1OC	10.0	8.0
253	50306006	BindingDB_50068302_mol_1	C(CCCn1ccc2ccccc12)CCNC1CCN(Cc2ccccc2)CC1	10.0	8.0
254	50280828		[Cl-].Brc1cccc(C[n+]2ccc(\C=C3\C(=O)Nc4ccccc34)cc2)c1	10.0	8.0
255	51217897	N-_4-_tert-butyl_benzyl_-8-imino-4-methyl-2-oxo-2H_8H-pyrano	Cc1cc(=O)oc2c1ccc1oc(=N)c(cc21)C(=O)NCc1ccc(cc1)C(C)(C)C	10.0	8.0
256	50572305	BindingDB_50316369_mol_1	O=C(CN1CCCCC1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1	10.07	7.996970529446382
257	50965997	BindingDB_50396122_mol_1	COc1cc(\C=C\C(=O)NCCCCCCCCNc2c3CCCCc3nc3ccccc23)ccc1OCCCO[N+]([O-])=O	10.1	7.995678626217358
258	51014510	BindingDB_50415468_mol_1	CN1CCC=C(C1)c1nsnc1OCCCOCCCCC(=O)NCCCNc1c2CCCCc2nc2ccccc12	10.23	7.99012436628784
259	50954078	BindingDB_50391532_mol_1	Oc1ccccc1CNCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12	10.48	7.979638717352292
260	51014511	BindingDB_50415469_mol_1	CN1CCC=C(C1)c1nsnc1OCCCOCCCC(=O)NCCCNc1c2CCCCc2nc2ccccc12	10.72	7.969805214643249
261	51014508	BindingDB_50415466_mol_1	CN1CCC=C(C1)c1nsnc1OCCCOCCC(=O)NCCCCNc1c2CCCCc2nc2ccccc12	10.72	7.969805214643249
262	50965995	BindingDB_50396120_mol_1	COc1cc(\C=C\C(=O)NCCCCCCCCNc2c3CCCCc3nc3ccccc23)ccc1OCCCCCCO[N+]([O-])=O	10.8	7.966576244513051
263	50966009	BindingDB_50396134_mol_1	COc1cc(\C=C\C(=O)NCCCNc2c3CCCCc3nc3ccccc23)ccc1OCCCO[N+]([O-])=O	10.9	7.962573502059376
264	50314963	BindingDB_50073191_mol_1	[Br-].COc1cccc2cc(oc12)-c1cc[n+](Cc2ccc(cc2)[N+]([O-])=O)cc1	11.0	7.958607314841775
265	51066401	BindingDB_50435271_mol_1	Cc1cccc(Nc2ccccc2C(=O)NCCCCCC(=O)NCCCCCCCNc2c3CCCCc3nc3cc(Cl)ccc23)c1C	11.0	7.958607314841775
266	17338	Galanthamine	COc1ccc2C=[N+](CCCCCCCCN3C(=O)c4ccccc4C3=O)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24	11.0	7.958607314841775
267	50296551		COc1cc(CNCCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)ccc1O	11.0	7.958607314841775
268	50283103	BindingDB_50053429_mol_1	CCN(CC)CCCOc1ccc2nc3-c4ccccc4Cn3c(=O)c2c1	11.0	7.958607314841775
269	50521282		CC1=C[C@H]2C[C@@H](C1)c1c(C2)nc2cc(Cl)ccc2c1NCCCCCCCCCNC(N)=N	11.0	7.958607314841775
270	424003		Cc1nc(cs1)-c1ccc(NC(=O)CN2CCN(Cc3ccccc3)CC2)cc1	11.0	7.958607314841775
271	50615493	BindingDB_50333761_mol_1	COc1ccc(CNCCCCCCCCNc2c3CCCCc3nc3ccccc23)cc1OC	11.35	7.945004138470859
272	50850863	BindingDB_50211251_mol_1	CCN(CC)CCC(=O)Nc1ccc-2c(c1)C(=O)c1cccc3ccnc-2c13	11.59	7.935916564036404
273	50296575		COc1cc(CNCCCCN2CCC(Cc3ccccc3)CC2)ccc1O	12.0	7.920818753952375
274	51030036	BindingDB_50292237_mol_1	Cl.Clc1cc(cnc1Cl)C(=O)NCCCCCCCNc1c2CCCCc2nc2ccccc12	12.0	7.920818753952375
275	50543753		O=S(=O)(c1ccccc1)n1ccc2c(cccc12)N1CCN(CCCNc2c3CCCCc3nc3ccccc23)CC1	12.0	7.920818753952375
276	51286478	 	Clc1ccc2c(ccnc2c1)N1CCN(CC(=O)Nc2n[nH]c3ncccc23)CC1	12.0	7.920818753952375
277	51217894		Cc1cc(=O)oc2c1ccc1oc(=N)c(cc21)C(=O)NCc1ccccc1Cl	12.0	7.920818753952375
278	51066378	BindingDB_50435280_mol_1	Cc1cccc(Nc2ccccc2C(=O)NCCCC(=O)NCCCCNc2c3CCCCc3nc3cc(Cl)ccc23)c1C	12.0	7.920818753952375
279	50645316	BindingDB_50346356_mol_1	COc1ccccc1CN(C)[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4[C@]5(C[C@@]35C(=O)C[C@]12C)CC[C@@H]1N=C(SC[C@@]41C)C(C)C	12.0	7.920818753952375
280	50464316	BindingDB_50060470	Nc1c2C3CCC(C3)c2nc2ccccc12	12.0	7.920818753952375
281	51038562		COc1cc(\C=C\C(=O)NCCCNc2c3CCCCc3nc3ccccc23)ccc1OCc1nc(C)c(C)nc1C	12.0	7.920818753952375
282	50155119	BindingDB_50087161_mol_1	COc1ccc2CN(CCCCCCCCCC[N+]3=Cc4ccc(OC)c5OC6C[C@@H](O)C=C[C@@]6(CC3)c45)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24	12.0	7.920818753952375
283	51061446	BindingDB_50433004_mol_1	Cn1cc[n+](CCCC(=O)Nc2ccc3nc4c5[nH]c6ccccc6c5ccn4c(=O)c3c2)c1	12.0	7.920818753952375
284	50521281		CC1=C[C@H]2C[C@@H](C1)c1c(C2)nc2cc(Cl)ccc2c1NCCCCCCNC(N)=N	12.0	7.920818753952375
285	51127635		[Br-].COc1ccc2CN(CCCCCCCCCCCC[N+]3=Cc4ccc(OC)c5O[C@H]6C[C@@H](O)C=C[C@@]6(CC3)c45)CC[C@@]34CC[C@H](O)C[C@@H]3Oc1c24	12.0	7.920818753952375
286	51014509	BindingDB_50415467_mol_1	CN1CCC=C(C1)c1nsnc1OCCCOCC(=O)NCCCCNc1c2CCCCc2nc2ccccc12	12.02	7.92009553233328
287	50850844	BindingDB_50211238_mol_1	O=C(CCCN1CCCC1)Nc1ccc-2c(c1)C(=O)c1cccc3ccnc-2c13	12.08	7.9179330657148865
288	50965993	BindingDB_50396118_mol_1	COc1cc(\C=C\C(=O)NCCCCCCNc2c3CCCCc3nc3ccccc23)ccc1O	12.7	7.896196279044043
289	50283168	BindingDB_50053425_mol_1	O=c1n2CCc3ccccc3-c2nc2ccc(OCCCN3CCCCCC3)cc12	13.0	7.886056647693163
290	50301404		COc1cc2oc(cc(=O)c2c(OC)c1OC)-c1ccc(OCC(=O)NCCCCCNc2c3CCCCc3nc3cc(Cl)ccc23)cc1	13.0	7.886056647693163
291	51062155	BindingDB_50433318_mol_1	CC(C(=O)NCCCCCCCCNc1c2CCCCc2nc2ccccc12)c1ccc(c(F)c1)-c1ccc(OCCO[N+]([O-])=O)cc1	13.0	7.886056647693163
292	51117893		NNC(=O)C1CCc2nc3ccccc3c(N)c2C1	13.0	7.886056647693163
293	50521291		CC1=C[C@H]2C[C@@H](C1)c1c(C2)nc2cc(Cl)ccc2c1NCCCN1CCOCC1	13.0	7.886056647693163
294	50394872	BindingDB_50111772	COc1ccc2n(CCCCCCCCCn3c4ccncc4c4cc(OC)ccc34)c3ccncc3c2c1	13.0	7.886056647693163
295	50645313	BindingDB_50346353_mol_1	CC(C)C1=N[C@H]2CC[C@]34C[C@@]33[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]1(C)C[C@@H](O)[C@H]([C@H](C)N(C)Cc2ccccc2)[C@@]1(C)CC3=O	13.0	7.886056647693163
296	50442184	BindingDB_50273377_mol_1	[O-][N+](=O)OCCCNCCNc1c2CCCCc2nc2ccccc12	13.0	7.886056647693163
297	51077119	BindingDB_50440444_mol_1	Nc1c2CCCCc2nc2Oc3c(C(c4ccc5OCOc5c4)c12)c(=O)oc1ccccc31	13.0	7.886056647693163
298	339336	N-_3-bromobenzyl_-8-imino-2-oxo-2H_8H-pyrano_2_3-f_chromene-	Brc1cccc(CNC(=O)c2cc3c(ccc4ccc(=O)oc34)oc2=N)c1	13.0	7.886056647693163
299	34091	9d	CC[C@H](C)C1=N[C@H]2CC=C3C[C@@H]4[C@@H](CC[C@H]3[C@]2(C)CO1)[C@]1(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]1(C)CC4=O	13.0	7.886056647693163
300	50296586		COc1cc(CNCCCCN2CCC(Cc3ccccc3)CC2)cc(OC)c1OC	13.0	7.886056647693163
301	50280832	BindingDB_50052216_mol_1	[Cl-].Fc1cccc(C[n+]2ccc(\C=C3\C(=O)Nc4ccccc34)cc2)c1	13.0	7.886056647693163
302	51014512	BindingDB_50415470_mol_1	CN1CCC=C(C1)c1nsnc1OCCCOCCC(=O)NCCCNc1c2CCCCc2nc2ccccc12	13.49	7.869988050328096
303	51038539		Cc1nc(C)c(COc2ccc(\C=C\C(=O)NCCCNc3c4CCCCc4nc4ccccc34)cc2OCc2nc(C)c(C)nc2C)nc1C	14.0	7.853871964321762
304	51056134	BindingDB_50430729_mol_1	C[C@H](Cc1ccc(OCCCNc2c3CCCCc3nc3cc(Cl)ccc23)cc1)N(C)CC#C	14.0	7.853871964321762
305	50645314	BindingDB_50346354_mol_1	CC(C)C1=N[C@H]2CC[C@]34C[C@@]33[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]1(C)C[C@@H](O)[C@H]([C@H](C)N(C)CCc2ccccc2)[C@@]1(C)CC3=O	14.0	7.853871964321762
306	50613993	BindingDB_50333148_mol_1	CN(C)c1nc2nc3CCCCc3c(N)c2cc1C#N	14.0	7.853871964321762
307	51061452	BindingDB_50433010_mol_1	O=C(CCOc1cccnc1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1	14.0	7.853871964321762
308	51061456	BindingDB_50433014_mol_1	O=C(CCN1CCCC1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1	14.0	7.853871964321762
309	51281554	 	c1coc(c1)-c1cc(nc2nncn12)-c1cccc2ccccc12	14.0	7.853871964321762
310	50645323	BindingDB_50346363_mol_1	CC(C)C1=N[C@H]2CC[C@]34C[C@@]33[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]1(C)C[C@@H](O)[C@H]([C@H](C)N(C)CCCN2C(=O)c4ccccc4C2=O)[C@@]1(C)CC3=O	14.0	7.853871964321762
311	51077123	BindingDB_50440448_mol_1	Cc1ccc(cc1)C1c2c(Oc3c1c(=O)oc1ccccc31)nc1CCCCc1c2N	14.0	7.853871964321762
312	50314972		[Br-].Brc1ccc2oc(cc2c1)-c1cc[n+](Cc2ccccc2)cc1	14.0	7.853871964321762
313	34122	26b	CC[C@H](C)C1=N[C@H]2CC[C@]34C[C@@]33[C@@H](CC[C@H]4[C@]2(C)CN1)[C@]1(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]1(C)CC3=O	14.0	7.853871964321762
314	50296528		COc1cc(CNCCCN2CCN(Cc3ccccc3)CC2)ccc1O	14.0	7.853871964321762
315	50490286		O=C1N(C\C=C\CN2CCN(Cc3ccccc3)CC2)C(=O)c2ccccc12	14.0	7.853871964321762
316	50966010	BindingDB_50396109_mol_1	COc1cc(\C=C\C(=O)NCCCNc2c3CCCCc3nc3ccccc23)ccc1OCCO[N+]([O-])=O	14.4	7.841637507904751
317	51014513	BindingDB_50415471_mol_1	CN1CCC=C(C1)c1nsnc1OCCCOCC(=O)NCCCNc1c2CCCCc2nc2ccccc12	14.79	7.830031826003108
318	50850858	BindingDB_50211248_mol_1	C[N+](C)(C)CC(=O)Nc1ccc-2c(c1)C(=O)c1cccc3ccnc-2c13	14.95	7.825358807339551
319	51080502	BindingDB_50441842_mol_1	Oc1cc(OCCCN2CCN(CCCNc3c4CCCCc4nc4ccccc34)CC2)cc2occc(=O)c12	15.0	7.823908740944319
320	50353664	BindingDB_50357212_mol_1	N[C@@H](CO)C(O)=O	15.0	7.823908740944319
321	51210463		CCN(CC)c1ccc(\C=C2/Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1	15.0	7.823908740944319
322	50280822		[Cl-].Cc1ccccc1C[n+]1ccc(\C=C2\C(=O)Nc3ccccc23)cc1	15.0	7.823908740944319
323	50394871	BindingDB_50111773	[I-].[I-].C[n+]1ccc2n(CCCCCCn3c4ccccc4c4c[n+](C)ccc34)c3ccccc3c2c1	15.0	7.823908740944319
324	51210442		CCCN(CCC)c1ccc(\C=C2/Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1	15.0	7.823908740944319
325	51038535		COc1cc(\C=C\C(=O)NCCCCCCNc2c3CCCCc3nc3ccccc23)ccc1OCc1nc(C)c(C)nc1C	15.0	7.823908740944319
326	51210443		COc1ccc(\C=C2/Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1	15.0	7.823908740944319
327	50543783		O=S(=O)(c1ccccc1)n1ccc2c(cccc12)N1CCN(CCCCCCCNc2c3CCCCc3nc3ccccc23)CC1	15.0	7.823908740944319
328	50492720	BindingDB_50165336_mol_1	COc1ccc(C(=O)OCC(=O)Nc2c3CCCCc3nc3ccccc23)c(OC)c1OC	15.0	7.823908740944319
329	50642736	BindingDB_50345202_mol_1	Oc1cccc(CNCCCCCCCCNc2c3CCCCc3nc3ccccc23)c1	15.1	7.82102305270683
330	50642738	BindingDB_50345204_mol_1	COc1ccc(CNCCCCCCCCNc2c3CCCCc3nc3ccccc23)cc1	15.3	7.815308569182402
331	50442186	BindingDB_50273379_mol_1	[O-][N+](=O)OCCCNCCCCCNc1c2CCCCc2nc2ccccc12	15.4	7.8124792791635365
332	50296553		C(CNCc1cccnc1)CN1CCN(CC(c2ccccc2)c2ccccc2)CC1	16.0	7.795880017344075
333	50394876	BindingDB_50111770	C(CCCCn1c2ccccc2c2cnccc12)CCCn1c2ccccc2c2cnccc12	16.0	7.795880017344075
334	51066374	BindingDB_50435276_mol_1	Cc1cccc(Nc2ccccc2C(=O)NCCCC(=O)NCCCCCCNc2c3CCCCc3nc3cc(Cl)ccc23)c1C	16.0	7.795880017344075
335	51217892		Cc1cc(=O)oc2c1ccc1oc(=N)c(cc21)C(=O)NCc1ccccc1Br	16.0	7.795880017344075
336	50492723	BindingDB_50165345_mol_1	COc1ccc(\C=C\C(=O)OCC(=O)Nc2c3CCCCc3nc3ccccc23)cc1OC	16.0	7.795880017344075
337	50521279		CC1=C[C@H]2C[C@@H](C1)c1c(C2)nc2cc(Cl)ccc2c1NCCCCCCCCCN	16.0	7.795880017344075
338	51066365	BindingDB_50435267_mol_1	Cc1cccc(Nc2ccccc2C(=O)NCCCCCCCCCCCCNc2c3CCCCc3nc3cc(Cl)ccc23)c1C	16.0	7.795880017344075
339	50431022		[Br-].COc1ccc2C(=O)\C(OCc2c1OC)=C\c1cc[n+](Cc2ccccc2Cl)cc1	16.0	7.795880017344075
340	51248665	 	COc1cc(\C=C\C(=O)NCCNc2c3CCCCc3nc3ccccc23)ccc1OCc1ccccc1	16.0	7.795880017344075
341	50645306	BindingDB_50346370_mol_1	CC(C)C1=N[C@H]2CC[C@]34C[C@@]33[C@@H](CC[C@H]4[C@]2(C)C=C1)[C@]1(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]1(C)CC3=O	16.0	7.795880017344075
342	51077122	BindingDB_50440447_mol_1	COc1ccc(cc1)C1c2c(N)c3CCCCc3nc2Oc2c1c(=O)oc1ccccc21	16.0	7.795880017344075
343	50521286		NC(=N)NCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12	16.0	7.795880017344075
344	50314975		[Br-].Brc1ccc(C[n+]2ccc(cc2)-c2cc3ccccc3o2)cc1	16.0	7.795880017344075
345	50521289	Heterodimeric	NCCCCCCCCCNc1c2CCCCc2nc2ccccc12	16.0	7.795880017344075
346	50283163	BindingDB_50053431_mol_1	O=c1n2Cc3ccccc3-c2nc2ccc(OCCCN3CCCC3)cc12	16.0	7.795880017344075
347	50492718	BindingDB_50165333_mol_1	COc1cc(OC)cc(c1)C(=O)OCC(=O)Nc1c2CCCCc2nc2ccccc12	16.0	7.795880017344075
348	50630378	BindingDB_50340111_mol_1	COc1cccc(c1)C1c2c(N)c3CCCCc3nc2Oc2ccc3ccccc3c12	16.0	7.795880017344075
