	C0	CO2minus	Cofactor (VdW)	Cofactor (elec)	Cofactor (hbond)	Csp2	Csp3	DOF	E-Inter (cofactor - ligand)	E-Inter (protein - ligand)	E-Inter (water - ligand)	E-Inter total	E-Intra (clash)	E-Intra (elec)	E-Intra (hbond)	E-Intra (sp2-sp2)	E-Intra (steric)	E-Intra (tors)	E-Intra (tors, ligand atoms)	E-Intra (vdw)	E-Soft Constraint Penalty	E-Solvation	E-Total	Electro	ElectroLong	Energy	Filename	HBond	HeavyAtoms	LE1	LE3	Ligand	MW	N	Name	NoHBond90	Nplus	OH	OPO32minus	OS	PoseEnergy	RMSD	RerankScore	Run	SimilarityScore	Steric	Torsions	VdW (LJ12-6)	carbonyl	halogen	SMILES
126	1	0	0	0	0	9	12	9	0	-153.145	0	-153.145	0	0.0	0.0	4.31668	5.24563	5.10834	10.354000000000001	58.6643	0	0	-142.791	0.0	0.0	-142.791	[00]BindingDB_Reactant_set_id_51066423_.mvdml	-1.0158200000000002	25	-5.71165	-4.5913699999999995	BindingDB_Reactant_set_id_51066423_	359.936	3	[00]BindingDB_Reactant_set_id_51066423_	-2.5	0	0	0	0	-143.061	0	-114.78399999999999	0	0	-152.129	9	-49.1796	0	1	ClC(C=1)=CC=C2C=1N=C3CCCCC3=C2NCCCCCCCCN
129	1	0	0	0	0	6	5	2	0	-94.2328	0	-94.2328	0	0.0	0.0	0.0	9.0238	0.00231295	9.026110000000001	39.6727	0	0	-85.2067	-2.24417	-4.9358900000000006	-85.2067	[00]BindingDB_Reactant_set_id_50044972_.mvdml	-0.9887819999999999	13	-6.554360000000001	-5.46021	BindingDB_Reactant_set_id_50044972_	180.267	0	[00]BindingDB_Reactant_set_id_50044972_	-2.5	1	0	0	1	-84.8964	0	-70.9827	0	0	-86.064	2	-28.9994	0	0	C[N+](C)(C)C(=C1)C=CC(C)=C1OC
132	1	0	0	0	0	22	14	13	0	-198.26	0	-198.26	0	0.0	0.0	0.0	-24.4967	15.2105	-9.28624	118.064	0	0	-207.546	0.0	0.0	-207.546	[00]BindingDB_Reactant_set_id_50574352_.mvdml	-0.29436799999999996	40	-5.18866	-2.83918	BindingDB_Reactant_set_id_50574352_	532.761	4	[00]BindingDB_Reactant_set_id_50574352_	-3.08525	0	0	0	0	-207.83	0	-113.56700000000001	0	0	-197.96599999999998	13	-7.494280000000001	0	0	C[N](=CC=21)C=CC=2C=3C=CC=CC=3N1CCCCCCCCCCCCN4C=5C=[N](C)C=CC=5C6=C4C=CC=C6
135	1	0	0	0	0	15	25	23	0	-162.732	0	-162.732	0	0.0	-0.8690399999999999	6.53789	-16.6474	57.5008	39.9844	215.118	0	0	-122.74700000000001	0.0	0.0	-122.74700000000001	[00]BindingDB_Reactant_set_id_50849621_.mvdml	-3.45963	52	-2.36052	6.97168	BindingDB_Reactant_set_id_50849621_	719.0110000000001	6	[00]BindingDB_Reactant_set_id_50849621_	-8.3261	0	0	0	2	-122.999	0	362.527	0	0	-159.27200000000002	23	730.574	2	0	O=C(C=1C=C(C=C(OCC[N](CC)(CC)CC)C=1)OCC[N](CC)(CC)CC)NCCCCCC(=O)NNC2=C3C=CC=CC3=NC=4CCCCC2=4
138	1	0	0	0	0	15	17	15	0	-195.449	0	-195.449	0	0.0	0.0	9.8655	18.8561	19.8148	38.6709	142.815	0	0	-156.778	0.0	0.0	-156.778	[00]BindingDB_Reactant_set_id_50954084_.mvdml	-0.412789	36	-4.35496	-2.71636	BindingDB_Reactant_set_id_50954084_	486.73400000000004	4	[00]BindingDB_Reactant_set_id_50954084_	-3.98976	0	0	0	0	-156.99200000000002	0	-97.7889	0	0	-195.03599999999997	15	-21.8059	0	0	CCN(CC)C=1C=CC=CC=1CNCCCCCCCCNC=2C=3CCCCC=3N=C4C=2C=CC=C4
141	1	0	0	0	0	6	4	1	0	-87.0356	0	-87.0356	0	0.0	0.0	0.0	11.4981	0.21874200000000002	11.7169	45.5259	0	0	-75.3188	-2.3856900000000003	-4.89234	-75.3188	[00]BindingDB_Reactant_set_id_50044958_.mvdml	-2.5	12	-6.27656	-5.23571	BindingDB_Reactant_set_id_50044958_	166.24	0	[00]BindingDB_Reactant_set_id_50044958_	-5.0	1	1	0	0	-76.0608	0	-62.8285	0	0	-77.2576	1	-25.2711	0	0	OC(C=1(C))=CC=CC=1[N+](C)(C)C
144	1	0	0	0	0	15	15	13	0	-193.37099999999998	0	-193.37099999999998	0	0.0	0.0	1.3417700000000001	2.58902	17.9656	20.5546	141.249	0	0	-172.81599999999997	0.0	-4.74252	-172.81599999999997	[00]BindingDB_Reactant_set_id_50954082_.mvdml	0.0	34	-5.08284	-2.9661	BindingDB_Reactant_set_id_50954082_	458.681	3	[00]BindingDB_Reactant_set_id_50954082_	-4.674180000000001	1	0	0	0	-172.56099999999998	0	-100.84700000000001	0	0	-188.628	13	-15.9341	0	0	C[N+](C)C=1C=CC=CC=1CNCCCCCCCCNC=2C=3CCCCC=3N=C4C=2C=CC=C4
147	1	0	0	0	0	8	7	5	0	-136.009	0	-136.009	0	0.0	-10.0	0.0	-7.35427	2.81279	-14.5415	34.5433	0	0	-150.55100000000002	0.0	0.0	-150.55100000000002	[00]BindingDB_Reactant_set_id_51030039_.mvdml	-7.5003	25	-6.02203	-4.32333	BindingDB_Reactant_set_id_51030039_	361.415	3	[00]BindingDB_Reactant_set_id_51030039_	-12.1381	0	0	0	1	-154.741	0	-108.083	0	0	-128.509	5	-37.825	2	0	O=C1N2C(C(O)=O)C(C)(C)SC2C1NC(=O)C(N=C)C3=CC=CC=C3
150	1	0	0	0	0	13	9	6	0	-162.129	0	-162.129	0	0.0	0.0	5.98754	14.345999999999998	10.0397	24.3857	73.7458	0	0	-137.743	0.0	0.0	-137.743	[00]BindingDB_Reactant_set_id_50941569_.mvdml	-2.5	28	-4.9194	-4.09037	BindingDB_Reactant_set_id_50941569_	378.464	2	[00]BindingDB_Reactant_set_id_50941569_	-2.5	0	0	0	2	-136.109	0	-114.53	0	0	-159.629	6	-54.3874	1	0	O=C1C(=CC2=CC=NC=C2)CC(=CC=3(OC))C1=CC=3OCCN4CCCCC4
153	1	0	0	0	0	14	8	6	0	-176.893	0	-176.893	0	0.0	-0.04079869999999999	1.6435799999999998	25.3046	9.025889999999999	34.2897	126.881	0	0	-142.60299999999998	0.0	0.0	-142.60299999999998	[00]BindingDB_Reactant_set_id_51083990_.mvdml	0.0	30	-4.753430000000001	-3.97601	BindingDB_Reactant_set_id_51083990_	469.371	2	[00]BindingDB_Reactant_set_id_51083990_	-13.7192	0	0	0	1	-154.429	0	-119.28	0	0	-176.893	6	-55.2199	2	1	BrC(C=C2C=1)=CC=C2OC(=O)C=1C(=O)NCCC(CC3)CCN3CC=4C=CC=CC=4
156	1	0	0	0	0	9	11	7	0	-144.274	0	-144.274	0	0.0	0.0	1.3074700000000001	11.8364	1.8588900000000002	13.6953	75.67399999999999	0	0	-130.579	0.0	0.0	-130.579	[00]BindingDB_Reactant_set_id_51066385_.mvdml	0.0	23	-5.67735	-4.71456	BindingDB_Reactant_set_id_51066385_	330.895	2	[00]BindingDB_Reactant_set_id_51066385_	0.0	0	0	0	0	-129.07399999999998	0	-108.435	0	0	-144.274	7	-46.14	0	1	ClC(C=1)=CC=C2C=1N=C3CCCCC3=C2NCCCCCCC
159	1	0	0	0	0	14	9	7	0	-188.688	0	-188.688	0	0.0	-2.5	2.12201	23.0356	6.87677	27.4124	106.28	0	0	-161.276	0.0	0.0	-161.276	[00]BindingDB_Reactant_set_id_51083985_.mvdml	-1.64983	31	-5.20244	-4.32517	BindingDB_Reactant_set_id_51083985_	420.501	2	[00]BindingDB_Reactant_set_id_51083985_	-5.0	0	0	0	2	-161.99	0	-134.08	0	0	-187.03799999999998	7	-58.1623	2	0	O=C(C=1C(=O)OC=2C(=CC=CC=2(OC))C=1)NCCC(CC3)CCN3CC=4C=CC=CC=4
162	1	0	0	0	0	22	2	4	0	-185.763	0	-185.763	0	0.0	-5.0	1.8053299999999999	27.0616	3.0243599999999997	25.0859	146.866	0	0	-160.67700000000002	0.0	0.0	-160.67700000000002	[00]BindingDB_Reactant_set_id_51061460_.mvdml	0.0	34	-4.72581	-3.53928	BindingDB_Reactant_set_id_51061460_	452.46	5	[00]BindingDB_Reactant_set_id_51061460_	-3.98938	0	0	0	0	-162.959	0	-120.335	0	0	-185.763	4	-41.1932	2	1	FC(=C1)C=CC=[N]1CCC(=O)NC=2C=C3C(=O)N4C=CC=5C6=CC=CC=C6NC=5C4=NC3=CC=2
165	1	0	0	0	0	8	14	11	0	-211.692	0	-211.692	0	0.0	-11.3795	0.0	-11.8626	20.301	-2.94107	83.6416	0	0	-214.63400000000001	0.0	0.0	-214.63400000000001	[00]BindingDB_Reactant_set_id_50394866_.mvdml	-11.2837	39	-5.503419999999999	-3.51566	BindingDB_Reactant_set_id_50394866_	560.52	4	[00]BindingDB_Reactant_set_id_50394866_	-27.8631	0	3	0	3	-228.17	0	-137.111	0	0	-200.40900000000002	11	-36.2504	2	3	FC(F)(F)C(C=1)=CC=CC=1CCNCC(OC2C(O)C(O)C(CN)O2)C(O3)CC(O)C3N4C=CC(=O)NC4=O
168	1	0	0	0	0	22	2	4	0	-180.97400000000002	0	-180.97400000000002	0	0.0	-5.0	1.5968	26.3047	5.24857	26.5532	122.19200000000001	0	0	-154.421	0.0	0.0	-154.421	[00]BindingDB_Reactant_set_id_51061461_.mvdml	-1.9408400000000001	33	-4.67943	-3.7919199999999997	BindingDB_Reactant_set_id_51061461_	434.469	5	[00]BindingDB_Reactant_set_id_51061461_	-6.7503899999999994	0	0	0	0	-156.784	0	-125.133	0	0	-179.03400000000002	4	-52.9582	2	0	O=C(C1(=C2))N3C=CC=4C5=CC=CC=C5NC=4C3=NC1=CC=C2NC(=O)CC[N]=6C=CC=CC=6
171	1	0	0	0	0	9	13	9	0	-152.83100000000002	0	-152.83100000000002	0	0.0	0.0	4.1064300000000005	7.0739399999999995	5.71483	12.7888	60.0195	0	0	-140.042	0.0	0.0	-140.042	[00]BindingDB_Reactant_set_id_51066415_.mvdml	-0.501471	25	-5.6016900000000005	-4.55406	BindingDB_Reactant_set_id_51066415_	358.94800000000004	2	[00]BindingDB_Reactant_set_id_51066415_	-2.03383	0	0	0	0	-139.822	0	-113.851	0	0	-152.33	9	-49.6951	0	1	ClC(C=1)=CC=C2C=1N=C3CCCCC3=C2NCCCCCCCCC
174	1	0	0	0	0	9	5	0	0	-109.889	0	-109.889	0	0.0	0.0	0.0	9.95298	0.0	9.95298	56.8482	0	0	-99.9357	0.0	0.0	-99.9357	[00]BindingDB_Reactant_set_id_50464325_.mvdml	-4.19625	17	-5.87857	-4.69456	BindingDB_Reactant_set_id_50464325_	244.71900000000002	2	[00]BindingDB_Reactant_set_id_50464325_	-5.0	0	0	0	0	-99.1716	0	-79.8075	0	0	-105.69200000000001	0	-25.5032	0	1	ClC(C=1)=CC=C2C=1N=C3C(C4)CCC4C3=C2N
177	1	0	0	0	0	6	5	2	0	-94.3887	0	-94.3887	0	0.0	0.0	0.0	12.2913	0.313199	12.6045	44.8772	0	0	-81.7842	-2.5143400000000002	-4.93806	-81.7842	[00]BindingDB_Reactant_set_id_50044953_.mvdml	0.0	13	-6.2910900000000005	-5.30971	BindingDB_Reactant_set_id_50044953_	180.267	0	[00]BindingDB_Reactant_set_id_50044953_	-2.5	1	0	0	1	-82.3765	0	-69.0262	0	0	-86.9363	2	-28.1812	0	0	CC=1C(OC)=CC=CC=1[N+](C)(C)C
180	1	0	0	0	0	15	6	4	0	-163.211	0	-163.211	0	0.0	-0.5367109999999999	0.5580689999999999	20.6676	3.77544	23.9063	102.15299999999999	0	0	-139.305	0.0	0.0	-139.305	[00]BindingDB_Reactant_set_id_50850865_.mvdml	0.0	28	-4.97518	-4.3022599999999995	BindingDB_Reactant_set_id_50850865_	371.43199999999996	3	[00]BindingDB_Reactant_set_id_50850865_	0.0	0	0	0	0	-137.404	0	-120.463	0	0	-163.211	4	-56.5684	2	0	O=C(C=1(C=2))C(=C43)C=CC=C3C=CN=C4C=1C=CC=2NC(=O)CCN5CCCC5
183	1	0	0	0	0	9	10	7	0	-139.112	0	-139.112	0	0.0	0.0	0.29080300000000003	9.87705	0.882128	10.7592	67.4008	0	0	-128.35299999999998	0.0	0.0	-128.35299999999998	[00]BindingDB_Reactant_set_id_51066380_.mvdml	-2.98038	23	-5.58055	-4.6650599999999995	BindingDB_Reactant_set_id_51066380_	332.86800000000005	2	[00]BindingDB_Reactant_set_id_51066380_	-5.46557	0	1	0	0	-129.35399999999998	0	-107.296	0	0	-136.132	7	-44.3325	0	1	ClC(C=1)=CC=C2C=1N=C3CCCCC3=C2NCCCCCCO
186	1	0	0	0	0	15	8	5	0	-173.722	0	-173.722	0	0.0	0.0	1.52611	20.8029	6.165	26.9679	101.64399999999999	0	0	-146.755	0.0	0.0	-146.755	[00]BindingDB_Reactant_set_id_50850856_.mvdml	-1.29142	30	-4.89182	-4.1391	BindingDB_Reactant_set_id_50850856_	400.49300000000005	3	[00]BindingDB_Reactant_set_id_50850856_	-3.96383	0	0	0	0	-148.19799999999998	0	-124.17299999999999	0	0	-172.43099999999998	5	-55.0141	2	0	O=C(CCC[N]1(C)CCCC1)NC(=C2)C=CC3=C2C(=O)C=4C5=C3N=CC=C5C=CC=4
189	1	0	0	0	0	15	7	6	0	-165.275	0	-165.275	0	0.0	0.0	4.26518	24.7689	6.22316	30.9921	110.53	0	0	-134.283	0.0	0.0	-134.283	[00]BindingDB_Reactant_set_id_50506910_.mvdml	-1.56954	29	-4.6304300000000005	-3.90637	BindingDB_Reactant_set_id_50506910_	388.48199999999997	3	[00]BindingDB_Reactant_set_id_50506910_	-4.66447	0	0	0	0	-135.485	0	-113.285	0	0	-163.705	6	-52.3711	2	0	O=C(C=1(C=2))C(=C43)C=CC=C4C=CN=C3C=1C=CC=2NC(=O)CC[N](C)(CC)CC
192	1	0	0	0	0	15	8	7	0	-168.213	0	-168.213	0	0.0	0.0	0.5490729999999999	32.5392	4.9320699999999995	37.4713	128.289	0	0	-130.741	0.0	0.0	-130.741	[00]BindingDB_Reactant_set_id_50850853_.mvdml	-2.1112	30	-4.35805	-3.8124	BindingDB_Reactant_set_id_50850853_	402.509	3	[00]BindingDB_Reactant_set_id_50850853_	-6.59273	0	0	0	0	-134.123	0	-114.37200000000001	0	0	-166.102	7	-50.9536	2	0	O=C(C=1(C=2))C(C4=3)=CC=CC4=CC=NC=3C=1C=CC=2NC(=O)CCC[N](CC)(C)CC
195	1	0	0	0	0	12	7	7	0	-150.985	0	-150.985	0	0.0	0.0	0.138287	11.4375	1.3386200000000001	12.7761	75.253	0	0	-138.209	0.0	0.0	-138.209	[00]BindingDB_Reactant_set_id_50558484_.mvdml	-1.7304599999999999	28	-4.93604	-3.26557	BindingDB_Reactant_set_id_50558484_	386.395	0	[00]BindingDB_Reactant_set_id_50558484_	-13.0777	0	0	0	5	-147.05100000000002	0	-91.4358	0	0	-149.255	7	-2.7155400000000003	2	0	O=C1C2=CC(OC)=C(OC)C=C2CC1C(=O)C(=C3)C=C(OC)C(OC)=C3OC
198	1	0	0	0	0	15	15	15	0	-213.166	0	-213.166	0	0.0	-2.5	2.40878	1.7509400000000002	21.3888	20.6397	119.16	0	0	-192.52700000000002	0.0	0.0	-192.52700000000002	[00]BindingDB_Reactant_set_id_24322_.mvdml	-0.62262	41	-4.6957699999999996	-0.584363	BindingDB_Reactant_set_id_24322_	562.7	4	[00]BindingDB_Reactant_set_id_24322_	-19.5019	0	0	0	3	-208.011	0	-23.9589	0	0	-212.544	15	157.374	2	0	O=C(C=1C=C(OC)C(OC)=C(OC)C=1)NCCCCCCCCC(=O)NNC2=C3C=CC=CC3=NC=4CCCCC2=4
203	1	0	0	0	0	10	6	7	0	-175.713	0	-175.713	0	0.0	-16.085	5.80922	-13.8158	7.87184	-22.029	52.7377	0	0	-197.74200000000002	0.0	0.0	-197.74200000000002	[00]BindingDB_Reactant_set_id_51030038_.mvdml	-11.9177	31	-6.37878	-4.17082	BindingDB_Reactant_set_id_51030038_	462.50300000000004	6	[00]BindingDB_Reactant_set_id_51030038_	-17.8845	0	1	0	2	-201.36	0	-129.296	0	0	-163.796	7	-44.1376	2	0	OC(=O)C1=C(CSC2=NN=NN2(C))CSC3N1C(=O)C3NC(=O)C(O)C=4C=CC=CC=4
204	1	0	0	0	0	10	6	7	0	-173.278	0	-173.278	0	0.0	-10.4266	0.12466700000000001	-3.21841	6.58788	-7.0571399999999995	67.9942	0	0	-180.335	0.0	0.0	-180.335	[01]BindingDB_Reactant_set_id_51030038_.mvdml	-15.1746	31	-5.81725	-4.41749	BindingDB_Reactant_set_id_51030038_	462.50300000000004	6	[01]BindingDB_Reactant_set_id_51030038_	-30.0258	0	1	0	2	-192.05900000000003	0	-136.942	0	0	-158.10299999999998	7	-59.3274	2	0	OC(=O)C1=C(CSC2=NN=NN2(C))CSC3N1C(=O)C3NC(=O)C(O)C=4C=CC=CC=4
209	1	0	0	0	0	21	17	17	0	-218.69400000000002	0	-218.69400000000002	0	0.0	-5.0	4.06276	16.2033	39.1377	50.341	170.646	0	0	-168.35299999999998	0.0	0.0	-168.35299999999998	[00]BindingDB_Reactant_set_id_51066405_.mvdml	-2.5	48	-3.50736	-0.533307	BindingDB_Reactant_set_id_51066405_	668.31	5	[00]BindingDB_Reactant_set_id_51066405_	-2.5	0	0	0	0	-165.023	0	-25.5987	0	0	-216.19400000000002	17	110.485	2	1	ClC(C=1)=CC=C2C=1N=C3CCCCC3=C2NCCCCCCNC(=O)CCCCCNC(=O)C4=CC=CC=C4NC5=CC=CC(C)=C5C
210	1	0	0	0	0	21	17	17	0	-207.335	0	-207.335	0	0.0	-0.0351815	13.3956	19.9119	35.2424	55.1191	274.876	0	0	-152.215	0.0	0.0	-152.215	[01]BindingDB_Reactant_set_id_51066405_.mvdml	-2.0697400000000004	48	-3.17115	2.50093	BindingDB_Reactant_set_id_51066405_	668.31	5	[01]BindingDB_Reactant_set_id_51066405_	-5.0	0	0	0	0	-149.88	0	120.045	0	0	-205.265	17	336.37199999999996	2	1	ClC(C=1)=CC=C2C=1N=C3CCCCC3=C2NCCCCCCNC(=O)CCCCCNC(=O)C4=CC=CC=C4NC5=CC=CC(C)=C5C
213	1	0	0	0	0	19	4	5	0	-157.154	0	-157.154	0	0.0	0.0	0.121118	19.9331	0.497834	20.4309	106.34299999999999	0	0	-136.72299999999998	0.0	0.0	-136.72299999999998	[01]BindingDB_Reactant_set_id_50787833_.mvdml	-0.45667700000000006	28	-4.882969999999999	-3.8544099999999997	BindingDB_Reactant_set_id_50787833_	372.436	1	[01]BindingDB_Reactant_set_id_50787833_	-5.0	0	0	0	2	-139.87	0	-107.92399999999999	0	0	-156.697	5	-35.3132	1	0	O=C1C=2C=C(OC)C(OC)=CC=2CC1=CC(C=C3)=CC=[N]3CC=4C=CC=CC=4
217	1	0	0	0	0	14	13	12	0	-181.049	0	-181.049	0	0.0	-2.5	1.0573299999999999	-6.955360000000001	23.4199	13.9645	84.8537	0	0	-167.084	0.0	0.0	-167.084	[00]BindingDB_Reactant_set_id_50954085_.mvdml	-2.01494	31	-5.38981	-3.8212699999999997	BindingDB_Reactant_set_id_50954085_	416.602	4	[00]BindingDB_Reactant_set_id_50954085_	-3.91815	0	0	0	0	-166.082	0	-118.46	0	0	-179.03400000000002	12	-51.1914	0	0	C(NCC1=CC=CC=N1)CCCCCCCNC=2C=3CCCCC=3N=C4C=2C=CC=C4
219	1	0	0	0	0	14	13	12	0	-180.68	0	-180.68	0	0.0	-2.5	0.0070439	9.9813	16.1978	23.6791	92.514	0	0	-157.001	0.0	0.0	-157.001	[02]BindingDB_Reactant_set_id_50954085_.mvdml	-1.8622900000000002	31	-5.06456	-4.06996	BindingDB_Reactant_set_id_50954085_	416.602	4	[02]BindingDB_Reactant_set_id_50954085_	-3.9243	0	0	0	0	-157.045	0	-126.169	0	0	-178.81799999999998	12	-59.6604	0	0	C(NCC1=CC=CC=N1)CCCCCCCNC=2C=3CCCCC=3N=C4C=2C=CC=C4
223	1	0	0	0	0	18	1	1	0	-157.808	0	-157.808	0	0.0	-2.5	0.0409869	8.38568	0.0409869	5.92666	39.7627	0	0	-151.882	0.0	0.0	-151.882	[00]BindingDB_Reactant_set_id_51217876_.mvdml	-3.44231	28	-5.42434	-3.21508	BindingDB_Reactant_set_id_51217876_	439.259	2	[00]BindingDB_Reactant_set_id_51217876_	-7.5	0	0	0	2	-153.577	0	-90.0222	0	0	-154.366	1	21.6986	2	1	BrC(C=1)=CC=CC=1C=[nH][c](=O)=C2[CH]C3=C4OC(=O)C=C(C)C4=[CH]=C[C]3OC2=[NH2]
226	1	0	0	0	0	7	13	10	0	-188.75599999999997	0	-188.75599999999997	0	0.0	-11.9485	0.0	-2.06818	10.9637	-3.05306	66.081	0	0	-191.80900000000003	0.0	0.0	-191.80900000000003	[00]BindingDB_Reactant_set_id_50394864_.mvdml	-8.38465	35	-5.48025	-4.1725699999999994	BindingDB_Reactant_set_id_50394864_	493.51	5	[00]BindingDB_Reactant_set_id_50394864_	-17.1128	0	3	0	3	-198.3	0	-146.04	0	0	-180.37099999999998	10	-65.2502	2	0	O=C1NC(=O)C=CN1C(O2)C(O)CC2C(OC3C(O)C(O)C(CN)O3)CNCCC=4C=CN=CC=4
228	1	0	0	0	0	7	13	10	0	-192.035	0	-192.035	0	0.0	-9.64897	0.0	8.11849	11.5246	9.99415	59.3587	0	0	-182.041	0.0	0.0	-182.041	[02]BindingDB_Reactant_set_id_50394864_.mvdml	-4.79721	35	-5.20118	-4.07144	BindingDB_Reactant_set_id_50394864_	493.51	5	[02]BindingDB_Reactant_set_id_50394864_	-14.5935	0	3	0	3	-189.232	0	-142.5	0	0	-187.238	10	-57.6229	2	0	O=C1NC(=O)C=CN1C(O2)C(O)CC2C(OC3C(O)C(O)C(CN)O3)CNCCC=4C=CN=CC=4
231	1	0	0	0	0	7	7	5	0	-137.306	0	-137.306	0	0.0	-9.63809	0.0	-3.87362	7.5071	-6.00462	33.9298	0	0	-143.31	0.0	0.0	-143.31	[02]BindingDB_Reactant_set_id_51030034_.mvdml	-3.85567	24	-5.97127	-4.542330000000001	BindingDB_Reactant_set_id_51030034_	350.39	2	[02]BindingDB_Reactant_set_id_51030034_	-8.61905	0	0	0	2	-146.711	0	-109.016	0	0	-133.45	5	-47.856	2	0	O=C1N2C(C(O)=O)C(C)(C)SC2C1NC(=O)COC=3C=CC=CC=3
235	1	0	0	0	0	22	1	4	0	-181.317	0	-181.317	0	0.0	-5.0	0.337304	24.7663	0.571546	20.3378	125.052	0	0	-160.97899999999998	0.0	0.0	-160.97899999999998	[00]BindingDB_Reactant_set_id_51061464_.mvdml	0.0	33	-4.87816	-3.8784099999999997	BindingDB_Reactant_set_id_51061464_	435.434	5	[00]BindingDB_Reactant_set_id_51061464_	-7.16126	0	0	0	1	-165.06	0	-127.98700000000001	0	0	-181.317	4	-48.7741	2	0	O=C(C1(=C2))N3C=CC=4C5=CC=CC=C5NC=4C3=NC1=CC=C2NC(=O)COC=6C=CC=NC=6
237	1	0	0	0	0	22	1	4	0	-173.449	0	-173.449	0	0.0	-5.0	0.93065	23.6296	3.4441800000000002	22.0738	120.13600000000001	0	0	-151.375	0.0	0.0	-151.375	[02]BindingDB_Reactant_set_id_51061464_.mvdml	-3.67014	33	-4.58712	-2.74068	BindingDB_Reactant_set_id_51061464_	435.434	5	[02]BindingDB_Reactant_set_id_51061464_	-9.2552	0	0	0	1	-154.988	0	-90.4425	0	0	-169.77900000000002	4	8.15558	2	0	O=C(C1(=C2))N3C=CC=4C5=CC=CC=C5NC=4C3=NC1=CC=C2NC(=O)COC=6C=CC=NC=6
241	1	0	0	0	0	15	14	14	0	-227.139	0	-227.139	0	0.0	-2.5	3.8294900000000003	11.7554	9.589310000000001	18.8447	116.51899999999999	0	0	-208.294	0.0	0.0	-208.294	[00]BindingDB_Reactant_set_id_24321_.mvdml	-3.0544599999999997	40	-5.20735	-3.73829	BindingDB_Reactant_set_id_24321_	548.673	4	[00]BindingDB_Reactant_set_id_24321_	-12.0285	0	0	0	3	-212.99400000000003	0	-149.532	0	0	-224.084	14	-43.2258	2	0	O=C(C=1C=C(OC)C(OC)=C(OC)C=1)NCCCCCCCC(=O)NNC2=C3C=CC=CC3=NC=4CCCCC2=4
244	1	0	0	0	0	24	8	8	0	-207.31099999999998	0	-207.31099999999998	0	0.0	-0.8891889999999999	0.49228500000000003	-6.2489300000000005	8.79682	1.6587	158.41899999999998	0	0	-205.653	0.0	0.0	-205.653	[00]BindingDB_Reactant_set_id_50662062_.mvdml	-1.44676	41	-5.0159199999999995	-0.884943	BindingDB_Reactant_set_id_50662062_	541.6419999999999	5	[00]BindingDB_Reactant_set_id_50662062_	-10.21	0	0	0	0	-210.08	0	-36.2826	0	0	-205.865	8	143.671	2	0	O=C(NC=4C=CC2=C(C=4)C(=O)C=3C=1C(C=CC=3)=CC=NC2=1)CCNCCNC=5C=6CCCCC=6N=C7C=5C=CC=C7
246	1	0	0	0	0	24	8	8	0	-210.72799999999998	0	-210.72799999999998	0	0.0	-2.49917	3.12873	21.413	7.25137	26.1652	158.93	0	0	-184.563	0.0	0.0	-184.563	[02]BindingDB_Reactant_set_id_50662062_.mvdml	-0.578387	41	-4.50154	-3.3734699999999997	BindingDB_Reactant_set_id_50662062_	541.6419999999999	5	[02]BindingDB_Reactant_set_id_50662062_	-7.775289999999999	0	0	0	0	-190.263	0	-138.312	0	0	-210.15	8	-53.0155	2	0	O=C(NC=4C=CC2=C(C=4)C(=O)C=3C=1C(C=CC=3)=CC=NC2=1)CCNCCNC=5C=6CCCCC=6N=C7C=5C=CC=C7
249	1	0	0	0	0	15	14	12	0	-199.52700000000002	0	-199.52700000000002	0	0.0	-4.486000000000001	1.1074700000000002	26.4748	9.653210000000001	31.642	325.791	0	0	-167.885	-2.57147	-5.78153	-167.885	[02]BindingDB_Reactant_set_id_50954081_.mvdml	0.0	33	-5.08743	-2.07694	BindingDB_Reactant_set_id_50954081_	444.655	3	[02]BindingDB_Reactant_set_id_50954081_	-1.7049900000000002	1	0	0	0	-164.922	0	-68.539	0	0	-191.174	12	11.6404	0	0	C[N+](C)C=1C=CC=CC=1CNCCCCCCCNC=2C=3CCCCC=3N=C4C=2C=CC=C4
253	1	0	0	0	0	17	12	15	0	-212.497	0	-212.497	0	0.0	0.0	6.60292	8.09223	17.6752	25.7674	122.52	0	0	-186.73	0.0	0.0	-186.73	[00]BindingDB_Reactant_set_id_50966008_.mvdml	-3.4525699999999997	40	-4.66825	-3.1888799999999997	BindingDB_Reactant_set_id_50966008_	548.63	4	[00]BindingDB_Reactant_set_id_50966008_	-12.169	0	0	0	3	-190.842	0	-127.555	0	0	-209.045	15	-38.6805	1	0	O=[N]([O])OCCCCOC(=CC=1)C(OC)=CC=1C=CC(=O)NCCCNC2=C3CCCCC3=NC=4C2=CC=CC=4
256	1	0	0	0	0	17	15	18	0	-225.6	0	-225.6	0	0.0	0.0	4.19664	0.247925	22.3327	22.5807	113.14	0	0	-203.019	0.0	0.0	-203.019	[00]BindingDB_Reactant_set_id_50966000_.mvdml	-2.92678	43	-4.72138	-3.2777300000000005	BindingDB_Reactant_set_id_50966000_	590.71	4	[00]BindingDB_Reactant_set_id_50966000_	-11.0203	0	0	0	3	-207.893	0	-140.942	0	0	-222.673	18	-47.3862	1	0	O=[N]([O])OCCCCOC(=CC=1)C(OC)=CC=1C=CC(=O)NCCCCCCNC2=C3CCCCC3=NC=4C2=CC=CC=4
